Node,Degree
560,1
561,1
562,1
563,1
564,4
565,17
566,1
567,8
568,1
569,6
570,1
571,1
572,1
573,2
574,1
575,7
576,4
577,1
578,2
579,3
580,9
581,1
582,3
583,1
584,23
585,9
586,4
587,17
588,2
589,29
590,1
591,23
592,8
593,37
594,34
595,1
596,2
597,2
598,2
599,8
600,6
601,9
602,4
603,13
604,2
605,1
606,30
607,1
608,2
609,10
610,10
611,3
612,4
613,16
614,3
615,3
616,1
617,6
618,2
619,2
620,4
621,1
622,2
623,42
624,2
625,4
626,8
627,1
628,2
629,2
630,1
631,3
632,5
633,2
634,1
635,2
636,2
637,8
638,1
639,8
640,3
641,1
642,1
643,1
644,3
645,2
646,57
647,6
648,6
649,2
650,7
651,2
652,1
653,1
654,2
655,2
656,4
657,1
658,2
659,13
660,6
661,2
662,3
663,1
664,17
665,1
666,6
667,3
668,4
669,29
670,1
671,1
672,1
673,20
674,3
675,5
676,1
677,4
678,1
679,2
680,1
681,8
682,1
683,3
684,27
685,8
686,2
687,2
688,57
689,3
690,1
691,39
692,10
693,3
694,9
695,1
696,1
697,1
698,1
699,1
700,2
701,18
702,3
703,4
704,1
705,1
706,1
707,2
708,1
709,1
710,2
711,1
712,4
713,1
714,7
715,2
716,11
717,1
718,1
719,11
720,1
721,3
722,3
723,2
724,1
725,1
726,12
727,7
728,4
729,26
730,1
731,1
732,2
733,2
734,62
735,3
736,16
737,2
738,12
739,14
740,12
741,3
742,1
743,4
744,1
745,10
746,3
747,5
748,1
749,2
750,5
751,3
752,3
753,3
754,5
755,1
756,1
757,3
758,4
759,1
760,10
761,7
762,1
763,11
764,4
765,1
766,1
767,1
768,1
769,1
770,3
771,4
772,1
773,1
774,2
775,1
776,2
777,3
778,2
779,7
780,1
781,4
782,21
783,8
784,1
785,2
786,9
787,2
788,2
789,3
790,1
791,97
792,2
793,3
794,4
795,1
796,2
797,10
798,2
799,1
800,4
801,4
802,1
803,2
804,2
805,8
806,5
807,1
808,2
809,2
810,5
811,1
812,9
813,2
814,1
815,18
816,2
817,1
818,1
819,1
820,9
821,11
822,2
823,3
824,2
825,4
826,3
827,1
828,2
829,9
830,3
831,4
832,2
833,2
834,5
835,2
836,2
837,1
838,2
839,2
840,1
841,65
842,1
843,1
844,6
845,2
846,1
847,1
848,2
849,1
850,2
851,7
852,1
853,16
854,1
855,7
856,2
857,2
858,4
859,13
860,1
861,4
862,6
863,8
864,320
865,10
866,7
867,55
868,1
869,3
870,4
871,3
872,4
873,1
874,3
875,1
876,11
877,1
878,1
879,9
880,12
881,9
882,34
883,1
884,22
885,3
886,3
887,7
888,14
889,2
890,6
891,2
892,1
893,2
894,7
895,1
896,57
897,2
898,2
899,2
900,3
901,2
902,8
903,1
904,2
905,2
906,1
907,4
908,1
909,4
910,1
911,1
912,8
913,3
914,1
915,1
916,3
917,4
918,3
919,2
920,4
921,11
922,6
923,1
924,1
925,1
926,11
927,2
928,1
929,1
930,1
931,8
932,2
933,1
934,5
935,1
936,2
937,16
938,1
939,2
940,2
941,5
942,1
943,6
944,1
945,2
946,2
947,14
948,1
949,1
950,2
951,1
952,1
953,3
954,4
955,1
956,3
957,1
958,1
959,1
960,14
961,1
962,1
963,2
964,14
965,2
966,1
967,7
968,3
969,5
970,3
971,2
972,11
973,3
974,1
975,1
976,1
977,216
978,6
979,5
980,3
981,2
982,2
983,2
984,2
985,10
986,1
987,13
988,1
989,2
990,1
991,1
992,1
993,11
994,1
995,3
996,6
997,1
998,1
999,5
1000,1
1001,2
1002,17
1003,14
1004,2
1005,3
1006,1
1007,4
1008,1
1009,3
1010,2
1011,54
1012,48
1013,2
1014,2
1015,2
1016,2
1017,1
1018,1
1019,2
1020,1
1021,6
1022,3
1023,4
1024,6
1025,4
1026,2
1027,4
1028,2
1029,1
1030,1
1031,1
1032,5
1033,4
1034,1
1035,2
1036,1
1037,11
1038,1
1039,1
1040,1
1041,1
1042,1
1043,4
1044,1
1045,1
1046,1
1047,1
1048,1
1049,4
1050,1
1051,22
1052,2
1053,33
1054,8
1055,3
1056,1
1057,16
1058,2
1059,13
1060,1
1061,1
1062,1
1063,7
1064,3
1065,2
1066,7
1067,1
1068,1
1069,3
1070,1
1071,3
1072,6
1073,2
1074,2
1075,2
1076,1
1077,1
1078,6
1079,1
1080,2
1081,1
1082,1
1083,1
1084,1
1085,1
1086,3
1087,7
1088,3
1089,4
1090,2
1091,2
1092,4
1093,3
1094,1
1095,1
1096,1
1097,1
1098,9
1099,4
1100,2
1101,2
1102,9
1103,2
1104,6
1105,1
1106,4
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,17
1114,1
1115,1
1116,1
1117,1
1118,6
1119,1
1120,1
1121,71
1122,1
1123,2
1124,3
1125,4
1126,1
1127,3
1128,1
1129,2
1130,1
1131,1
1132,1
1133,3
1134,1
1135,4
1136,1
1137,1
1138,3
1139,2
1140,2
1141,1
1142,2
1143,1
1144,47
1145,2
1146,2
1147,1
1148,1
1149,3
1150,4
1151,4
1152,2
1153,1
1154,1
1155,3
1156,2
1157,12
1158,2
1159,5
1160,80
1161,3
1162,1
1163,15
1164,2
1165,2
1166,14
1167,1
1168,2
1169,1
1170,1
1171,1
1172,2
1173,2
1174,1
1175,1
1176,84
1177,2
1178,3
1179,2
1180,1
1181,12
1182,2
1183,1
1184,2
1185,5
1186,5
1187,1
1188,2
1189,3
1190,3
1191,1
1192,1
1193,1
1194,1
1195,2
1196,3
1197,2
1198,9
1199,1
1200,2
1201,3
1202,5
1203,8
1204,36
1205,1
1206,2
1207,1
1208,2
1209,1
1210,2
1211,13
1212,2
1213,1
1214,1
1215,1
1216,19
1217,4
1218,1
1219,3
1220,1
1221,3
1222,3
1223,2
1224,1
1225,2
1226,20
1227,15
1228,4
1229,3
1230,23
1231,15
1232,1
1233,1
1234,5
1235,1
1236,12
1237,1
1238,2
1239,1
1240,59
1241,2
1242,1
1243,1
1244,1
1245,5
1246,1
1247,2
1248,12
1249,13
1250,2
1251,5
1252,2
1253,1
1254,7
1255,2
1256,1
1257,1
1258,3
1259,2
1260,5
1261,10
1262,1
1263,1
1264,1
1265,1
1266,2
1267,3
1268,1
1269,4
1270,1
1271,12
1272,1
1273,1
1274,6
1275,57
1276,121
1277,41
1278,5
1279,3
1280,1
1281,9
1282,1
1283,2
1284,5
1285,1
1286,3
1287,5
1288,2
1289,1
1290,16
1291,9
1292,1
1293,204
1294,1
1295,1
1296,2
1297,3
1298,8
1299,1
1300,3
1301,1
1302,2
1303,8
1304,2
1305,1
1306,36
1307,3
1308,1
1309,1
1310,171
1311,13
1312,6
1313,1
1314,2
1315,5
1316,4
1317,2
1318,1
1319,1
1320,3
1321,76
1322,1
1323,1
1324,49
1325,1
1326,23
1327,3
1328,4
1329,2
1330,1
1331,1
1332,1
1333,5
1334,12
1335,14
1336,1
1337,6
1338,1
1339,1
1340,1
1341,111
1342,7
1343,2
1344,192
1345,1
1346,1
1347,3
1348,1
1349,2
1350,2
1351,4
1352,16
1353,1
1354,172
1355,1
1356,1
1357,15
1358,4
1359,4
1360,24
1361,3
1362,1
1363,4
1364,1
1365,1
1366,1
1367,2
1368,2
1369,21
1370,5
1371,1
1372,2
1373,1
1374,4
1375,1
1376,1
1377,2
1378,2
1379,4
1380,1
1381,1
1382,1
1383,3
1384,1
1385,1
1386,1
1387,1
1388,1
1389,2
1390,1
1391,1
1392,1
1393,4
1394,10
1395,4
1396,5
1397,1
1398,2
1399,3
1400,3
1401,2
1402,1
1403,2
1404,4
1405,1
1406,1
1407,1
1408,8
1409,1
1410,12
1411,1
1412,1
1413,4
1414,2
1415,4
1416,1
1417,1
1418,2
1419,3
1420,4
1421,7
1422,5
1423,1
1424,1
1425,2
1426,4
1427,1
1428,7
1429,1
1430,23
1431,1
1432,3
1433,2
1434,9
1435,25
1436,2
1437,3
1438,1
1439,5
1440,1
1441,1
1442,1
1443,5
1444,35
1445,1
1446,1
1447,13
1448,1
1449,3
1450,1
1451,1
1452,1
1453,2
1454,1
1455,1
1456,37
1457,2
1458,1
1459,33
1460,1
1461,4
1462,1
1463,2
1464,3
1465,32
1466,1
1467,5
1468,2
1469,37
1470,3
1471,1
1472,2
1473,1
1474,8
1475,3
1476,2
1477,6
1478,5
1479,2
1480,1
1481,2
1482,8
1483,7
1484,6
1485,35
1486,41
1487,1
1488,2
1489,1
1490,2
1491,1
1492,6
1493,1
1494,1
1495,1
1496,18
1497,1
1498,10
1499,2
1500,58
1501,5
1502,1
1503,5
1504,1
1505,18
1506,1
1507,4
1508,1
1509,1
1510,1
1511,4
1512,68
1513,16
1514,16
1515,1
1516,1
1517,1
1518,1
1519,32
1520,1
1521,136
1522,105
1523,1
1524,19
1525,1
1526,2
1527,1
1528,2
1529,2
1530,3
1531,2
1532,13
1533,1
1534,1
1535,3
1536,1
1537,1
1538,2
1539,3
1540,29
1541,91
1542,2
1543,2
1544,1
1545,1
1546,1
1547,15
1548,1
1549,5
1550,1
1551,4
1552,7
1553,2
1554,2
1555,1
1556,2
1557,1
1558,1
1559,1
1560,1
1561,5
1562,1
1563,2
1564,2
1565,3
1566,2
1567,8
1568,44
1569,1
1570,1
1571,88
1572,4
1573,1
1574,6
1575,2
1576,39
1577,2
1578,1
1579,2
1580,12
1581,2
1582,3
1583,1
1584,7
1585,56
1586,2
1587,1
1588,1
1589,2
1590,3
1591,2
1592,13
1593,2
1594,27
1595,1
1596,1
1597,2
1598,1
1599,3
1600,3
1601,1
1602,8
1603,7
1604,1
1605,3
1606,3
1607,10
1608,4
1609,5
1610,43
1611,9
1612,1
1613,1
1614,2
1615,1
1616,7
1617,1
1618,6
1619,3
1620,3
1621,2
1622,2
1623,7
1624,35
1625,1
1626,4
1627,2
1628,10
1629,55
1630,4
1631,27
1632,1
1633,1
1634,2
1635,1
1636,1
1637,1
1638,1
1639,5
1640,11
1641,2
1642,2
1643,21
1644,33
1645,1
1646,4
1647,61
1648,1
1649,1
1650,1
1651,3
1652,1
1653,1
1654,4
1655,15
1656,4
1657,2
1658,3
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,3
1667,11
1668,42
1669,5
1670,1
1671,1
1672,1
1673,13
1674,3
1675,2
1676,2
1677,1
1678,2
1679,10
1680,3
1681,5
1682,2
1683,1
1684,1
1685,93
1686,1
1687,12
1688,1
1689,54
1690,11
1691,1
1692,2
1693,1
1694,2
1695,2
1696,1
1697,13
1698,74
1699,1
1700,23
1701,3
1702,1
1703,1
1704,4
1705,7
1706,24
1707,13
1708,17
1709,4
1710,7
1711,13
1712,2
1713,1
1714,1
1715,1
1716,4
1717,2
1718,44
1719,16
1720,1
1721,2
1722,1
1723,11
1724,1
1725,85
1726,3
1727,9
1728,4
1729,3
1730,2
1731,1
1732,9
1733,8
1734,2
1735,1
1736,2
1737,1
1738,3
1739,3
1740,2
1741,1
1742,19
1743,2
1744,3
1745,1
1746,11
1747,2
1748,4
1749,1
1750,1
1751,3
1752,2
1753,4
1754,6
1755,1
1756,72
1757,7
1758,3
1759,1
1760,8
1761,1
1762,3
1763,9
1764,439
1765,13
1766,1
1767,1
1768,3
1769,50
1770,1
1771,4
1772,1
1773,21
1774,5
1775,1
1776,1
1777,2
1778,1
1779,1
1780,3
1781,2
1782,1
1783,12
1784,1
1785,1
1786,108
1787,3
1788,3
1789,1
1790,1
1791,2
1792,4
1793,5
1794,26
1795,1
1796,3
1797,12
1798,6
1799,4
1800,36
1801,2
1802,2
1803,7
1804,29
1805,3
1806,1
1807,4
1808,1
1809,3
1810,3
1811,2
1812,1
1813,13
1814,65
1815,2
1816,2
1817,1
1818,4
1819,1
1820,1
1821,2
1822,1
1823,1
1824,1
1825,2
1826,5
1827,14
1828,1
1829,1
1830,9
1831,3
1832,7
1833,5
1834,4
1835,1
1836,1
1837,1
1838,2
1839,26
1840,7
1841,1
1842,5
1843,3
1844,21
1845,1
1846,5
1847,8
1848,7
1849,1
1850,20
1851,1
1852,2
1853,140
1854,3
1855,2
1856,2
1857,1
1858,1
1859,16
1860,2
1861,3
1862,1
1863,2
1864,1
1865,8
1866,15
1867,2
1868,1
1869,4
1870,28
1871,5
1872,4
1873,12
1874,3
1875,41
1876,34
1877,5
1878,1
1879,1
1880,1
1881,1
1882,1
1883,1
1884,2
1885,2
1886,1
1887,9
1888,3
1889,1
1890,3
1891,12
1892,7
1893,21
1894,3
1895,1
1896,2
1897,2
1898,5
1899,2
1900,5
1901,19
1902,41
1903,2
1904,1
1905,7
1906,1
1907,198
1908,3
1909,8
1910,7
1911,5
1912,2
1913,2
1914,2
1915,1
1916,3
1917,1
1918,14
1919,1
1920,3
1921,50
1922,2
1923,1
1924,2
1925,14
1926,3
1927,6
1928,2
1929,1
1930,6
1931,4
1932,4
1933,1
1934,1
1935,7
1936,2
1937,1
1938,8
1939,1
1940,6
1941,1
1942,3
1943,3
1944,9
1945,21
1946,3
1947,4
1948,6
1949,1
1950,11
1951,17
1952,1
1953,3
1954,1
1955,5
1956,1
1957,10
1958,1
1959,5
1960,1
1961,1
1962,1
1963,1
1964,2
1965,16
1966,9
1967,6
1968,1
1969,6
1970,46
1971,6
1972,1
1973,3
1974,1
1975,6
1976,1
1977,1
1978,1
1979,1
1980,1
1981,326
1982,1
1983,18
1984,1
1985,2
1986,3
1987,24
1988,2
1989,1
1990,1
1991,1
1992,1
1993,17
1994,1
1995,6
1996,3
1997,12
1998,184
1999,7
2000,2
2001,5
2002,6
2003,4
2004,2
2005,3
2006,11
2007,12
2008,1
2009,5
2010,2
2011,2
2012,2
2013,1
2014,1
2015,2
2016,57
2017,10
2018,3
2019,1
2020,199
2021,2
2022,1
2023,13
2024,5
2025,10
2026,5
2027,1
2028,6
2029,1
2030,1
2031,3
2032,19
2033,3
2034,1
2035,3
2036,1
2037,18
2038,1
2039,7
2040,2
2041,7
2042,24
2043,4
2044,1
2045,7
2046,1
2047,6
2048,8
2049,6
2050,4
2051,2
2052,2
2053,1
2054,5
2055,9
2056,3
2057,1
2058,2
2059,1
2060,2
2061,1
2062,61
2063,1
2064,1
2065,24
2066,2
2067,5
2068,1
2069,2
2070,25
2071,6
2072,4
2073,4
2074,3
2075,9
2076,20
2077,436
2078,1
2079,11
2080,3
2081,2
2082,1
2083,14
2084,12
2085,1
2086,3
2087,11
2088,2
2089,1
2090,2
2091,3
2092,2
2093,33
2094,17
2095,3
2096,8
2097,2
2098,4
2099,2
2100,5
2101,2
2102,1
2103,1
2104,2
2105,1
2106,2
2107,5
2108,1
2109,2
2110,17
2111,5
2112,2
2113,1
2114,2
2115,1
2116,5
2117,23
2118,3
2119,21
2120,1
2121,1
2122,1
2123,2
2124,1
2125,71
2126,18
2127,7
2128,58
2129,1
2130,11
2131,1
2132,2
2133,4
2134,1
2135,1
2136,1
2137,1
2138,1
2139,27
2140,21
2141,3
2142,1
2143,1
2144,10
2145,1
2146,76
2147,6
2148,1
2149,1
2150,85
2151,3
2152,2
2153,11
2154,4
2155,1
2156,5
2157,10
2158,1
2159,1
2160,9
2161,1
2162,1
2163,2
2164,3
2165,2
2166,41
2167,1
2168,1
2169,7
2170,1
2171,9
2172,1
2173,6
2174,1
2175,1
2176,5
2177,1
2178,1
2179,2
2180,1
2181,21
2182,13
2183,12
2184,1
2185,15
2186,1
2187,5
2188,1
2189,1
2190,1
2191,1
2192,1
2193,3
2194,1
2195,14
2196,22
2197,2
2198,3
2199,1
2200,1
2201,8
2202,1
2203,5
2204,40
2205,1
2206,1
2207,8
2208,3
2209,6
2210,3
2211,4
2212,5
2213,6
2214,37
2215,1
2216,1
2217,3
2218,153
2219,1
2220,4
2221,8
2222,1
2223,2
2224,2
2225,1
2226,3
2227,7
2228,5
2229,4
2230,1
2231,1
2232,1
2233,11
2234,2
2235,1
2236,11
2237,1
2238,1
2239,2
2240,2
2241,8
2242,1
2243,7
2244,6
2245,13
2246,1
2247,210
2248,13
2249,1
2250,11
2251,1
2252,1
2253,1
2254,31
2255,10
2256,6
2257,30
2258,4
2259,1
2260,4
2261,10
2262,12
2263,5
2264,20
2265,1
2266,17
2267,3
2268,3
2269,40
2270,3
2271,1
2272,1
2273,33
2274,1
2275,1
2276,14
2277,2
2278,1
2279,36
2280,1
2281,1
2282,2
2283,3
2284,14
2285,3
2286,1
2287,3
2288,3
2289,1
2290,1
2291,1
2292,4
2293,3
2294,9
2295,29
2296,1
2297,6
2298,1
2299,2
2300,7
2301,2
2302,45
2303,3
2304,1
2305,1
2306,2
2307,2
2308,1
2309,1
2310,5
2311,1
2312,1
2313,7
2314,4
2315,4
2316,1
2317,3
2318,1
2319,2
2320,7
2321,4
2322,1
2323,2
2324,1
2325,1
2326,1
2327,4
2328,59
2329,2
2330,2
2331,1
2332,1
2333,2
2334,1
2335,2
2336,3
2337,3
2338,212
2339,5
2340,2
2341,2
2342,20
2343,2
2344,1
2345,1
2346,8
2347,48
2348,14
2349,20
2350,2
2351,1
2352,3
2353,2
2354,67
2355,8
2356,2
2357,4
2358,4
2359,8
2360,5
2361,5
2362,3
2363,1
2364,1
2365,5
2366,3
2367,1
2368,1
2369,14
2370,4
2371,2
2372,1
2373,1
2374,4
2375,1
2376,1
2377,14
2378,2
2379,3
2380,10
2381,5
2382,1
2383,2
2384,6
2385,3
2386,1
2387,14
2388,4
2389,1
2390,1
2391,3
2392,2
2393,2
2394,3
2395,1
2396,2
2397,3
2398,2
2399,6
2400,1
2401,1
2402,1
2403,2
2404,2
2405,14
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,2
2413,8
2414,1
2415,2
2416,1
2417,1
2418,5
2419,3
2420,15
2421,2
2422,1
2423,10
2424,5
2425,1
2426,1
2427,1
2428,4
2429,1
2430,1
2431,2
2432,19
2433,46
2434,5
2435,3
2436,1
2437,2
2438,1
2439,3
2440,1
2441,1
2442,7
2443,4
2444,10
2445,1
2446,45
2447,2
2448,1
2449,4
2450,2
2451,3
2452,1
2453,7
2454,1
2455,2
2456,1
2457,1
2458,5
2459,2
2460,3
2461,2
2462,5
2463,1
2464,12
2465,2
2466,2
2467,1
2468,3
2469,4
2470,3
2471,2
2472,35
2473,3
2474,1
2475,1
2476,1
2477,5
2478,1
2479,3
2480,3
2481,1
2482,1
2483,7
2484,10
2485,3
2486,28
2487,4
2488,14
2489,4
2490,4
2491,4
2492,4
2493,4
2494,2
2495,1
2496,6
2497,5
2498,4
2499,1
2500,19
2501,1
2502,2
2503,3
2504,1
2505,9
2506,1
2507,7
2508,2
2509,3
2510,2
2511,30
2512,13
2513,6
2514,12
2515,7
2516,5
2517,7
2518,3
2519,4
2520,17
2521,1
2522,2
2523,1
2524,2
2525,1
2526,7
2527,6
2528,3
2529,2
2530,11
2531,1
2532,2
2533,3
2534,6
2535,12
2536,1
2537,7
2538,6
2539,7
2540,1
2541,1
2542,3
2543,3
2544,2
2545,87
2546,6
2547,4
2548,6
2549,2
2550,6
2551,3
2552,3
2553,1
2554,3
2555,5
2556,1
2557,4
2558,1
2559,5
2560,1
2561,1
2562,2
2563,3
2564,1
2565,1
2566,5
2567,5
2568,6
2569,2
2570,133
2571,2
2572,1
2573,11
2574,6
2575,3
2576,11
2577,8
2578,4
2579,2
2580,89
2581,10
2582,1
2583,1
2584,5
2585,3
2586,1
2587,438
2588,1
2589,4
2590,1
2591,4
2592,64
2593,2
2594,1
2595,1
2596,2
2597,1
2598,6
2599,2
2600,2
2601,13
2602,44
2603,1
2604,2
2605,24
2606,2
2607,2
2608,1
2609,3
2610,5
2611,1
2612,4
2613,5
2614,11
2615,5
2616,14
2617,2
2618,10
2619,4
2620,9
2621,5
2622,8
2623,4
2624,14
2625,3
2626,13
2627,10
2628,12
2629,1
2630,6
2631,1
2632,24
2633,3
2634,3
2635,42
2636,3
2637,8
2638,6
2639,3
2640,1
2641,2
2642,2
2643,6
2644,11
2645,7
2646,8
2647,5
2648,5
2649,4
2650,2
2651,2
2652,2
2653,2
2654,18
2655,8
2656,6
2657,2
2658,6
2659,1
2660,7
2661,4
2662,4
2663,1
2664,6
2665,5
2666,3
2667,3
2668,6
2669,73
2670,8
2671,1
2672,31
2673,1
2674,5
2675,9
2676,6
2677,26
2678,1
2679,3
2680,2
2681,4
2682,5
2683,2
2684,2
2685,3
2686,4
2687,1
2688,3
2689,4
2690,4
2691,3
2692,1
2693,3
2694,1
2695,3
2696,3
2697,2
2698,3
2699,24
2700,1
2701,6
2702,3
2703,1
2704,1
2705,3
2706,4
2707,31
2708,1
2709,2
2710,9
2711,2
2712,2
2713,5
2714,1
2715,3
2716,1
2717,2
2718,23
2719,1
2720,19
2721,10
2722,2
2723,19
2724,3
2725,6
2726,1
2727,23
2728,1
2729,1
2730,3
2731,3
2732,5
2733,1
2734,1
2735,1
2736,1
2737,1
2738,17
2739,2
2740,1
2741,1
2742,2
2743,2
2744,6
2745,2
2746,6
2747,2
2748,12
2749,2
2750,2
2751,4
2752,4
2753,1
2754,3
2755,9
2756,2
2757,1
2758,2
2759,1
2760,3
2761,2
2762,6
2763,1
2764,5
2765,30
2766,5
2767,1
2768,6
2769,1
2770,1
2771,3
2772,4
2773,1
2774,1
2775,1
2776,1
2777,1
2778,73
2779,1
2780,4
2781,3
2782,10
2783,9
2784,1
2785,1
2786,2
2787,5
2788,1
2789,2
2790,30
2791,1
2792,1
2793,7
2794,3
2795,1
2796,1
2797,1
2798,1
2799,3
2800,2
2801,14
2802,4
2803,18
2804,2
2805,1
2806,1
2807,2
2808,3
2809,6
2810,4
2811,1
2812,2
2813,2
2814,2
2815,2
2816,3
2817,5
2818,6
2819,67
2820,12
2821,6
2822,22
2823,6
2824,1
2825,1
2826,2
2827,2
2828,2
2829,5
2830,2
2831,5
2832,1
2833,4
2834,11
2835,2
2836,2
2837,2
2838,3
2839,85
2840,10
2841,1
2842,1
2843,11
2844,1
2845,14
2846,2
2847,2
2848,7
2849,1
2850,2
2851,2
2852,5
2853,2
2854,1
2855,2
2856,1
2857,5
2858,3
2859,1
2860,3
2861,4
2862,1
2863,1
2864,2
2865,2
2866,1
2867,2
2868,2
2869,1
2870,6
2871,5
2872,1
2873,1
2874,1
2875,4
2876,95
2877,1
2878,1
2879,4
2880,1
2881,2
2882,9
2883,1
2884,133
2885,14
2886,9
2887,3
2888,1
2889,1
2890,9
2891,1
2892,4
2893,6
2894,2
2895,1
2896,2
2897,1
2898,10
2899,1
2900,2
2901,16
2902,17
2903,11
2904,3
2905,1
2906,4
2907,1
2908,5
2909,2
2910,2
2911,1
2912,3
2913,1
2914,1
2915,2
2916,18
2917,1
2918,2
2919,5
2920,2
2921,1
2922,1
2923,1
2924,1
2925,12
2926,1
2927,1
2928,1
2929,1
2930,5
2931,4
2932,1
2933,1
2934,1
2935,1
2936,2
2937,1
2938,31
2939,8
2940,7
2941,8
2942,5
2943,16
2944,2
2945,1
2946,1
2947,1
2948,1
2949,32
2950,4
2951,5
2952,1
2953,78
2954,3
2955,13
2956,2
2957,1
2958,8
2959,2
2960,6
2961,1
2962,6
2963,1
2964,10
2965,1
2966,2
2967,1
2968,3
2969,1
2970,2
2971,9
2972,6
2973,1
2974,39
2975,2
2976,1
2977,2
2978,6
2979,8
2980,1
2981,9
2982,1
2983,1
2984,4
2985,1
2986,1
2987,1
2988,4
2989,1
2990,2
2991,1
2992,4
2993,3
2994,1
2995,7
2996,6
