Node,Degree
422,32
423,5
424,31
425,4
426,114
427,357
428,18
429,15
430,1
431,81
432,31
433,14
434,1
435,10
436,5
437,106
438,40
439,4
440,5
441,14
442,1
443,510
444,4
445,212
446,59
447,3
448,13
449,68
450,2
451,26
452,5
453,152
454,70
455,3
456,1
457,116
458,27
459,6
460,2
461,1
462,1
463,1
464,3
465,7
466,122
467,9
468,10
469,148
470,14
471,120
472,30
473,2
474,34
475,2
476,67
477,4
478,5
479,3
480,19
481,32
482,21
483,31
484,8
485,9
486,1
487,1
488,48
489,2
490,146
491,14
492,28
493,8
494,474
495,1
496,38
497,1
498,1
499,17
500,10
501,60
502,59
503,154
504,15
505,93
506,9
507,13
508,355
509,9
510,44
511,5
512,6
513,30
514,25
515,13
516,3
517,34
518,98
519,21
520,164
521,3
522,956
523,895
524,2
525,1
526,110
527,2
528,1
529,11
530,14
531,248
532,9
533,12
534,202
535,2
536,13
537,19
538,56
539,30
540,63
541,66
542,93
543,288
544,6
545,55
546,19
547,59
548,1
549,24
550,68
551,2
552,13
553,9
554,59
555,228
556,25
557,62
558,98
559,23
560,1
561,5
562,2
563,5
564,96
565,8
566,132
567,19
568,149
569,2
570,4
571,7
572,35
573,3
574,2
575,6
576,11
577,1
578,25
579,31
580,2
581,51
582,3
583,8
584,29
585,2
586,13
587,27
588,16
589,30
590,238
591,8
592,119
593,8
594,1
595,21
596,127
597,41
598,2
599,1
600,46
601,1
602,6
603,3
604,3
605,244
606,18
607,221
608,22
609,53
610,25
611,252
612,158
613,121
614,164
615,223
616,303
617,222
618,518
619,262
620,26
621,152
622,305
623,88
624,58
625,2238
626,11
627,113
628,251
629,241
630,439
631,221
632,141
633,32
634,18
635,142
636,9
637,24
638,18
639,83
640,135
641,205
642,427
643,8
644,271
645,77
646,22
647,19
648,357
649,361
650,4
651,1268
652,422
653,582
654,216
655,10
656,201
657,13
658,92
659,207
660,31
661,15
662,12
663,344
664,216
665,45
666,37
667,11
668,17
669,617
670,356
671,11
672,39
673,215
674,7
675,92
676,415
677,2
678,2
679,45
680,38
681,18
682,50
683,4
684,3
685,30
686,15
687,2
688,98
689,59
690,117
691,1
692,229
693,80
694,316
695,17
696,6
697,35
698,76
699,8
700,6
701,1
702,41
703,26
704,60
705,18
706,27
707,305
708,165
709,96
710,18
711,17
712,16
713,113
714,53
715,36
716,295
717,28
718,1
719,24
720,73
721,57
722,72
723,419
724,218
725,6
726,422
727,59
728,277
729,139
730,11
731,112
732,222
733,11
734,73
735,33
736,260
737,132
738,271
739,73
740,73
741,68
742,3
743,262
744,31
745,30
746,94
747,189
748,72
749,1658
750,49
751,57
752,5
753,42
754,37
755,30
756,6
757,208
758,29
759,35
760,92
761,278
762,45
763,23
764,38
765,10
766,8
767,4
768,174
769,6
770,92
771,86
772,7
773,8
774,34
775,22
776,300
777,19
778,21
779,3
780,34
781,5
782,36
783,18
784,9
785,4
786,40
787,19
788,3
789,15
790,9
791,503
792,63
793,11
794,239
795,80
796,15
797,186
798,399
799,195
800,115
801,82
802,4
803,17
804,359
805,48
806,155
807,14
808,54
809,389
810,78
811,76
812,100
813,247
814,15
815,224
816,16
817,196
818,202
819,96
820,141
821,168
822,309
823,135
824,16
825,443
826,405
827,281
828,239
829,8
830,1
831,105
832,40
833,257
834,242
835,1
836,231
837,99
838,37
839,46
840,71
841,224
842,170
843,6
844,98
845,52
846,15
847,11
848,137
849,12
850,38
851,79
852,50
853,32
854,172
855,175
856,255
857,50
858,199
859,204
860,344
861,77
862,125
863,52
864,23
865,49
866,40
867,333
868,46
869,17
870,18
871,48
872,10
873,8
874,57
875,300
876,172
877,999
878,16
879,196
880,268
881,187
882,18
883,33
884,15
885,695
886,50
887,20
888,153
889,117
890,23
891,31
892,61
893,230
894,103
895,114
896,215
897,110
898,309
899,72
900,50
901,207
902,131
903,29
904,135
905,270
906,21
907,5
908,89
909,88
910,17
911,60
912,92
913,428
914,245
915,34
916,22
917,47
918,239
919,84
920,11
921,15
922,67
923,22
924,75
925,36
926,12
927,3
928,151
929,16
930,459
931,5
932,58
933,1
934,9
935,266
936,500
937,38
938,23
939,14
940,14
941,134
942,58
943,392
944,101
945,592
946,148
947,61
948,68
949,3
950,535
951,108
952,59
953,169
954,31
955,140
956,3
957,35
958,55
959,176
960,56
961,40
962,262
963,21
964,248
965,217
966,123
967,371
968,32
969,21
970,497
971,133
972,4
973,284
974,25
975,134
976,339
977,239
978,19
979,7
980,3
981,528
982,178
983,33
984,47
985,50
986,13
987,121
988,191
989,11
990,286
991,59
992,2
993,45
994,126
995,49
996,60
997,4
998,12
999,13
1000,11
1001,3
1002,223
1003,313
1004,46
1005,139
1006,287
1007,1
1008,46
1009,163
1010,5
1011,1
1012,357
1013,19
1014,8
1015,56
1016,310
1017,40
1018,138
1019,432
1020,177
1021,112
1022,143
1023,46
1024,33
1025,1
1026,1
1027,195
1028,132
1029,288
1030,117
1031,295
1032,9
1033,256
1034,36
1035,14
1036,95
1037,12
1038,45
1039,9
1040,285
1041,8
1042,188
1043,203
1044,1
1045,5
1046,7
1047,66
1048,50
1049,56
1050,347
1051,81
1052,539
1053,344
1054,284
1055,1
1056,244
1057,125
1058,206
1059,66
1060,9
1061,200
1062,5
1063,1
1064,350
1065,152
1066,188
1067,61
1068,164
1069,43
1070,659
1071,437
1072,319
1073,5
1074,65
1075,110
1076,68
1077,4
1078,449
1079,41
1080,295
1081,95
1082,171
1083,49
1084,69
1085,5
1086,187
1087,37
1088,2
1089,12
1090,39
1091,4
1092,271
1093,95
1094,2
1095,37
1096,6
1097,26
1098,120
1099,7
1100,15
1101,20
1102,10
1103,2
1104,3
1105,16
1106,86
1107,2
1108,10
1109,7
1110,78
1111,212
1112,132
1113,18
1114,50
1115,38
1116,796
1117,159
1118,7
1119,10
1120,4
1121,67
1122,4
1123,13
1124,8
1125,1
1126,174
1127,10
1128,275
1129,9
1130,80
1131,2
1132,28
1133,127
1134,29
1135,82
1136,1
1137,42
1138,9
1139,84
1140,3
1141,26
1142,14
1143,192
1144,246
1145,23
1146,66
1147,12
1148,101
1149,24
1150,56
1151,207
1152,105
1153,9
1154,83
1155,313
1156,119
1157,133
1158,2
1159,365
1160,207
1161,6
1162,10
1163,14
1164,3
1165,29
1166,95
1167,20
1168,76
1169,106
1170,138
1171,325
1172,74
1173,51
1174,58
1175,41
1176,45
1177,5
1178,19
1179,396
1180,1
1181,238
1182,20
1183,65
1184,29
1185,39
1186,4
1187,60
1188,37
1189,167
1190,78
1191,480
1192,3
1193,166
1194,43
1195,64
1196,15
1197,199
1198,27
1199,25
1200,423
1201,19
1202,91
1203,12
1204,123
1205,5
1206,29
1207,299
1208,157
1209,72
1210,2
1211,150
1212,250
1213,1
1214,2
1215,162
1216,27
1217,197
1218,112
1219,1
1220,45
1221,52
1222,208
1223,29
1224,120
1225,11
1226,71
1227,12
1228,125
1229,473
1230,57
1231,1
1232,10
1233,38
1234,129
1235,1
1236,486
1237,4
1238,77
1239,199
1240,988
1241,193
1242,73
1243,73
1244,51
1245,217
1246,80
1247,37
1248,144
1249,18
1250,57
1251,42
1252,107
1253,38
1254,235
1255,1
1256,9
1257,35
1258,3
1259,4
1260,58
1261,29
1262,34
1263,22
1264,2
1265,559
1266,122
1267,2
1268,62
1269,51
1270,11
1271,72
1272,47
1273,1
1274,46
1275,169
1276,21
1277,18
1278,117
1279,2
1280,5
1281,3
1282,117
1283,16
1284,36
1285,29
1286,10
1287,562
1288,3
1289,210
1290,291
1291,1
1292,2
1293,18
1294,2
1295,1
1296,4
1297,49
1298,6
1299,66
1300,358
1301,1
1302,18
1303,4
1304,11
1305,2
1306,23
1307,4
1308,2
1309,207
1310,39
1311,47
1312,5
1313,3
1314,5
1315,19
1316,2
1317,10
1318,39
1319,141
1320,7
1321,33
1322,9
1323,2
1324,249
1325,399
1326,45
1327,18
1328,133
1329,3
1330,37
1331,41
1332,48
1333,14
1334,79
1335,100
1336,30
1337,31
1338,47
1339,373
1340,151
1341,189
1342,338
1343,14
1344,107
1345,10
1346,23
1347,350
1348,11
1349,42
1350,202
1351,198
1352,243
1353,20
1354,96
1355,217
1356,108
1357,27
1358,134
1359,2
1360,302
1361,21
1362,5
1363,4
1364,159
1365,123
1366,117
1367,425
1368,114
1369,24
1370,20
1371,9
1372,19
1373,142
1374,8
1375,208
1376,11
1377,17
1378,57
1379,53
1380,31
1381,353
1382,89
1383,37
1384,22
1385,19
1386,3
1387,64
1388,9
1389,361
1390,216
1391,5
1392,65
1393,14
1394,3
1395,36
1396,21
1397,682
1398,63
1399,4
1400,118
1401,47
1402,71
1403,61
1404,149
1405,31
1406,5
1407,38
1408,12
1409,42
1410,108
1411,166
1412,13
1413,35
1414,14
1415,118
1416,1
1417,3
1418,106
1419,25
1420,3
1421,187
1422,324
1423,11
1424,4
1425,8
1426,177
1427,2
1428,55
1429,21
1430,55
1431,47
1432,4
1433,4
1434,14
1435,182
1436,256
1437,54
1438,199
1439,12
1440,64
1441,14
1442,446
1443,23
1444,4
1445,19
1446,13
1447,12
1448,307
1449,72
1450,41
1451,33
1452,26
1453,34
1454,1
1455,414
1456,44
1457,28
1458,24
1459,11
1460,296
1461,10
1462,16
1463,53
1464,1
1465,104
1466,2
1467,47
1468,54
1469,5
1470,67
1471,113
1472,1
1473,10
1474,10
1475,1
1476,43
1477,6
1478,47
1479,17
1480,80
1481,1
1482,37
1483,130
1484,5
1485,44
1486,242
1487,215
1488,69
1489,23
1490,40
1491,672
1492,13
1493,70
1494,20
1495,30
1496,7
1497,20
1498,16
1499,152
1500,23
1501,52
1502,231
1503,10
1504,30
1505,125
1506,310
1507,157
1508,38
1509,38
1510,183
1511,1
1512,46
1513,19
1514,103
1515,52
1516,50
1517,17
1518,101
1519,33
1520,125
1521,5
1522,14
1523,215
1524,107
1525,14
1526,60
1527,4
1528,50
1529,64
1530,3
1531,111
1532,18
1533,29
1534,16
1535,1
1536,2
1537,109
1538,14
1539,34
1540,182
1541,48
1542,15
1543,13
1544,112
1545,1
1546,5
1547,19
1548,91
1549,5
1550,155
1551,1
1552,3
1553,37
1554,2
1555,251
1556,579
1557,176
1558,276
1559,26
1560,14
1561,16
1562,178
1563,9
1564,3
1565,166
1566,260
1567,30
1568,54
1569,35
1570,29
1571,102
1572,7
1573,3
1574,39
1575,3
1576,95
1577,32
1578,59
1579,306
1580,10
1581,12
1582,139
1583,25
1584,3
1585,70
1586,76
1587,294
1588,39
1589,4
1590,80
1591,20
1592,95
1593,44
1594,4
1595,54
1596,54
1597,1
1598,17
1599,7
1600,74
1601,7
1602,6
1603,165
1604,55
1605,3
1606,72
1607,75
1608,197
1609,1
1610,31
1611,324
1612,102
1613,4
1614,75
1615,12
1616,17
1617,29
1618,74
1619,234
1620,132
1621,27
1622,30
1623,2
1624,43
1625,4
1626,35
1627,44
1628,16
1629,29
1630,9
1631,17
1632,2
1633,3
1634,7
1635,46
1636,133
1637,120
1638,1
1639,94
1640,14
1641,14
1642,50
1643,14
1644,6
1645,4
1646,31
1647,3
1648,126
1649,75
1650,118
1651,2
1652,163
1653,2
1654,1
1655,1
1656,56
1657,2
1658,150
1659,117
1660,26
1661,41
1662,25
1663,103
1664,25
1665,1
1666,14
1667,2
1668,157
1669,57
1670,4
1671,33
1672,25
1673,2
1674,1
1675,187
1676,25
1677,165
1678,2
1679,27
1680,1
1681,10
1682,5
1683,1
1684,2
1685,390
1686,203
1687,113
1688,2
1689,257
1690,141
1691,15
1692,86
1693,69
1694,319
1695,89
1696,246
1697,30
1698,119
1699,1
1700,2
1701,145
1702,7
1703,1
1704,6
1705,261
1706,41
1707,277
1708,173
1709,15
1710,57
1711,14
1712,45
1713,36
1714,24
1715,95
1716,178
1717,43
1718,70
1719,2
1720,153
1721,4
1722,108
1723,79
1724,116
1725,1
1726,4
1727,212
1728,214
1729,11
1730,258
1731,1
1732,1
1733,92
1734,26
1735,403
1736,84
1737,212
1738,8
1739,83
1740,4
1741,39
1742,33
1743,2
1744,41
1745,1
1746,38
1747,12
1748,52
1749,2
1750,25
1751,192
1752,98
1753,172
1754,40
1755,2
1756,29
1757,2
1758,2
1759,8
1760,4
1761,129
1762,2
1763,16
1764,94
1765,102
1766,1
1767,16
1768,3
1769,1
1770,530
1771,17
1772,4
1773,106
1774,106
1775,30
1776,75
1777,140
1778,40
1779,2
1780,1
1781,91
1782,6
1783,2
1784,11
1785,288
1786,85
1787,49
1788,2
1789,86
1790,1
1791,83
1792,130
1793,18
1794,223
1795,94
1796,291
1797,75
1798,6
1799,83
1800,64
1801,300
1802,252
1803,346
1804,64
1805,14
1806,80
1807,317
1808,585
1809,40
1810,654
1811,16
1812,33
1813,23
1814,221
1815,28
1816,33
1817,152
1818,12
1819,47
1820,56
1821,136
1822,100
1823,64
1824,55
1825,115
1826,41
1827,203
1828,1
1829,10
1830,54
1831,25
1832,667
1833,3
1834,86
1835,10
1836,8
1837,32
1838,280
1839,13
1840,115
1841,6
1842,15
1843,18
1844,54
1845,15
1846,32
1847,2
1848,9
1849,13
1850,148
1851,10
1852,12
1853,25
1854,1
1855,39
1856,5
1857,26
1858,4
1859,3
1860,16
1861,2
1862,294
1863,43
1864,92
1865,78
1866,76
1867,17
1868,10
1869,30
1870,2
1871,80
1872,35
1873,7
1874,11
1875,84
1876,178
1877,78
1878,16
1879,11
1880,13
1881,124
1882,153
1883,89
1884,93
1885,1
1886,8
1887,448
1888,12
1889,63
1890,25
1891,8
1892,3
1893,13
1894,71
1895,1
1896,66
1897,506
1898,2
1899,15
1900,43
1901,43
1902,47
1903,93
1904,2
1905,5
1906,50
1907,84
1908,89
1909,1
1910,14
1911,59
1912,16
1913,28
1914,7
1915,151
1916,66
1917,27
1918,44
1919,5
1920,13
1921,6
1922,442
1923,3
1924,21
1925,2
1926,46
1927,79
1928,38
1929,10
1930,10
1931,353
1932,12
1933,20
1934,61
1935,158
1936,8
1937,35
1938,8
1939,324
1940,13
1941,36
1942,127
1943,20
1944,31
1945,8
1946,109
1947,11
1948,39
1949,9
1950,32
1951,6
1952,79
1953,410
1954,32
1955,2
1956,7
1957,36
1958,6
1959,14
1960,14
1961,78
1962,4
1963,63
1964,20
1965,4
1966,13
1967,19
1968,22
1969,14
1970,29
1971,6
1972,20
1973,9
1974,80
1975,70
1976,10
1977,123
1978,7
1979,21
1980,74
1981,486
1982,22
1983,168
1984,160
1985,24
1986,7
1987,32
1988,218
1989,39
1990,367
1991,18
1992,18
1993,301
1994,213
1995,1
1996,29
1997,7
1998,34
1999,72
2000,2
2001,1
2002,19
2003,99
2004,3
2005,83
2006,22
2007,42
2008,8
2009,13
2010,8
2011,38
2012,41
2013,173
2014,1
2015,4
2016,101
2017,22
2018,151
2019,5
2020,4
2021,22
2022,8
2023,67
2024,5
2025,92
2026,2
2027,13
2028,14
2029,2
2030,104
2031,64
2032,206
2033,1
2034,44
2035,19
2036,43
2037,120
2038,1
2039,204
2040,12
2041,203
2042,26
2043,146
2044,264
2045,24
2046,1
2047,62
2048,1
2049,22
2050,10
2051,15
2052,40
2053,5
2054,2
2055,137
2056,1
2057,12
2058,36
2059,1
2060,2
2061,197
2062,105
2063,1
2064,22
2065,33
2066,494
2067,4
2068,22
2069,56
2070,4
2071,2
2072,16
2073,172
2074,3
2075,27
2076,2
2077,40
2078,147
2079,4
2080,14
2081,283
2082,44
2083,26
2084,5
2085,76
2086,1
2087,7
2088,2
2089,42
2090,1
2091,22
2092,4
2093,6
2094,204
2095,1
2096,6
2097,19
2098,9
2099,212
2100,49
2101,68
2102,60
2103,10
2104,128
2105,2
2106,132
2107,2
2108,42
2109,53
2110,67
2111,3
2112,79
2113,664
2114,10
2115,4
2116,44
2117,15
2118,1
2119,127
2120,230
2121,9
2122,2
2123,68
2124,34
2125,217
2126,154
2127,38
2128,3
2129,191
2130,4
2131,11
2132,99
2133,39
2134,1
2135,12
2136,11
2137,24
2138,22
2139,1
2140,193
2141,15
2142,187
2143,19
2144,36
2145,17
2146,15
2147,7
2148,193
2149,9
2150,6
2151,10
2152,264
2153,30
2154,13
2155,580
2156,71
2157,3
2158,46
2159,144
2160,1
2161,33
2162,2
2163,66
2164,39
2165,22
2166,1
2167,3
2168,11
2169,10
2170,20
2171,11
2172,2
2173,7
2174,6
2175,53
2176,20
2177,6
2178,87
2179,19
2180,1
2181,204
2182,4
2183,73
2184,15
2185,17
2186,1
2187,27
2188,6
2189,33
2190,16
2191,12
2192,83
2193,1
2194,4
2195,46
2196,1
2197,47
2198,107
2199,15
2200,73
2201,16
2202,5
2203,9
2204,52
2205,43
2206,25
2207,1
2208,4
2209,23
2210,4
2211,1
2212,25
2213,38
2214,19
2215,49
2216,1
2217,17
2218,42
2219,3
2220,12
2221,1
2222,76
2223,21
2224,6
2225,4
2226,6
2227,2
2228,10
2229,65
2230,66
2231,19
2232,4
2233,435
2234,21
2235,1
2236,86
2237,6
2238,110
2239,272
2240,19
2241,27
2242,21
2243,21
2244,3
2245,4
2246,35
2247,37
2248,17
2249,258
2250,54
2251,33
2252,66
2253,55
2254,1
2255,1
2256,8
2257,22
2258,9
2259,3
2260,5
2261,1
2262,2
2263,2
2264,38
2265,66
2266,68
2267,37
2268,35
2269,1
2270,21
2271,53
2272,3
2273,2
2274,10
2275,207
2276,7
2277,3
2278,33
2279,11
2280,1
2281,338
2282,61
2283,54
2284,28
2285,98
2286,3
2287,30
2288,16
2289,1
2290,351
2291,27
2292,8
2293,212
2294,15
2295,12
2296,15
2297,4
2298,131
2299,2
2300,698
2301,20
2302,37
2303,21
2304,28
2305,13
2306,71
2307,8
2308,306
2309,33
2310,428
2311,18
2312,7
2313,5
2314,1
2315,44
2316,108
2317,92
2318,21
2319,2
2320,80
2321,26
2322,1
2323,205
2324,42
2325,23
2326,38
2327,55
2328,407
2329,492
2330,23
2331,384
2332,20
2333,95
2334,21
2335,8
2336,3
2337,4
2338,17
2339,63
2340,1
2341,16
2342,9
2343,16
2344,1
2345,209
2346,93
2347,34
2348,47
2349,43
2350,7
2351,9
2352,309
2353,10
2354,648
2355,108
2356,39
2357,63
2358,20
2359,12
2360,32
2361,6
2362,30
2363,21
2364,120
2365,269
2366,32
2367,15
2368,257
2369,17
2370,51
2371,104
2372,11
2373,23
2374,208
2375,65
2376,4
2377,71
2378,55
2379,64
2380,185
2381,7
2382,179
2383,84
2384,328
2385,34
2386,51
2387,5
2388,168
2389,83
2390,70
2391,35
2392,95
2393,140
2394,52
2395,37
2396,254
2397,48
2398,74
2399,16
2400,112
2401,136
2402,155
2403,36
2404,149
2405,26
2406,45
2407,146
2408,72
2409,42
2410,10
2411,67
2412,81
2413,70
2414,35
2415,174
2416,88
2417,86
2418,47
2419,74
2420,229
2421,171
2422,3
2423,18
2424,78
2425,34
2426,191
2427,82
2428,95
2429,89
2430,167
2431,34
2432,51
2433,34
2434,121
2435,30
2436,135
2437,91
2438,4
2439,54
2440,32
2441,182
2442,131
2443,124
2444,39
2445,101
2446,134
2447,13
2448,16
2449,49
2450,34
2451,99
2452,233
2453,12
2454,173
2455,36
2456,7
2457,69
2458,244
2459,72
2460,125
2461,10
2462,215
2463,161
2464,218
2465,76
2466,269
2467,106
2468,94
2469,146
2470,144
2471,2
2472,36
2473,30
2474,140
2475,94
2476,76
2477,18
2478,21
2479,18
2480,1
2481,3
2482,4
2483,2
2484,2
2485,1
2486,1
2487,7
2488,1
2489,3
2490,5
2491,3
2492,28
2493,30
2494,2
2495,8
2496,24
2497,4
2498,10
2499,42
2500,36
2501,79
2502,162
2503,1
2504,28
2505,15
2506,52
2507,40
2508,37
2509,11
2510,2
2511,59
2512,2
2513,21
2514,196
2515,4
2516,263
2517,1
2518,36
2519,20
2520,84
2521,2
2522,246
2523,154
2524,11
2525,3
2526,5
2527,4
2528,23
2529,4
2530,12
2531,1
2532,1
2533,26
2534,1
2535,15
2536,1
2537,64
2538,66
2539,27
2540,2
2541,12
2542,51
2543,5
2544,12
2545,18
2546,29
2547,3
2548,1
2549,1
2550,24
2551,2
2552,5
2553,173
2554,3
2555,12
2556,8
2557,1
2558,1
2559,178
2560,23
2561,10
2562,4
2563,7
2564,5
2565,15
2566,8
2567,2
2568,3
2569,89
2570,25
2571,4
2572,19
2573,3
2574,2
2575,2
2576,3
2577,2
2578,165
2579,41
2580,1
2581,9
2582,35
2583,17
2584,3
2585,1
2586,1
2587,6
2588,24
2589,3
2590,16
2591,3
2592,5
2593,3
2594,72
2595,1
2596,7
2597,257
2598,49
2599,10
2600,5
2601,25
2602,37
2603,362
2604,50
2605,11
2606,33
2607,9
2608,53
2609,5
2610,16
2611,15
2612,2
2613,18
2614,47
2615,168
2616,92
2617,32
2618,2
2619,20
2620,4
2621,4
2622,32
2623,19
2624,11
2625,8
2626,45
2627,6
2628,16
2629,2
2630,10
2631,17
2632,41
2633,77
2634,63
2635,87
2636,143
2637,27
2638,90
2639,11
2640,29
2641,80
2642,15
2643,47
2644,64
2645,21
2646,95
2647,4
2648,34
2649,6
2650,16
2651,230
2652,18
2653,11
2654,38
2655,49
2656,5
2657,8
2658,44
2659,133
2660,7
2661,39
2662,2
2663,4
2664,144
2665,2
2666,445
2667,1
2668,243
2669,17
2670,3
2671,108
2672,9
2673,143
2674,202
2675,37
2676,211
2677,1
2678,82
2679,356
2680,94
2681,59
2682,51
2683,4
2684,14
2685,154
2686,63
2687,36
2688,283
2689,2
2690,58
2691,1
2692,55
2693,208
2694,233
2695,460
2696,42
2697,24
2698,46
2699,95
2700,91
2701,206
2702,46
2703,17
2704,16
2705,69
2706,10
2707,139
2708,8
2709,23
2710,192
2711,12
2712,6
2713,36
2714,1
2715,4
2716,150
2717,2
2718,50
2719,131
2720,47
2721,15
2722,3
2723,1
2724,7
2725,4
2726,8
2727,36
2728,2
2729,6
2730,35
2731,1
2732,264
2733,103
2734,315
2735,18
2736,9
2737,1
2738,1
2739,211
2740,16
2741,237
2742,4
2743,6
2744,2
2745,13
2746,152
2747,27
2748,12
2749,11
2750,89
2751,86
2752,169
2753,3
2754,93
2755,1
2756,150
2757,9
2758,6
2759,28
2760,143
2761,5
2762,20
2763,22
2764,61
2765,4
2766,104
2767,101
2768,145
2769,39
2770,253
2771,66
2772,150
2773,7
2774,322
2775,284
2776,25
2777,162
2778,117
2779,195
2780,46
2781,1
2782,129
2783,11
2784,390
2785,36
2786,93
2787,5
2788,19
2789,8
2790,44
2791,23
2792,178
2793,90
2794,25
2795,91
2796,2
2797,80
2798,205
2799,104
2800,72
2801,63
2802,77
2803,1
2804,1
2805,215
2806,39
2807,77
2808,228
2809,30
2810,120
2811,5
2812,202
2813,67
2814,61
2815,20
2816,71
2817,170
2818,7
2819,22
2820,45
2821,55
2822,10
2823,66
2824,74
2825,125
2826,83
2827,24
2828,24
2829,8
2830,6
2831,5
2832,218
2833,42
2834,24
2835,72
2836,17
2837,266
2838,16
2839,19
2840,4
2841,102
2842,61
2843,32
2844,16
2845,41
2846,48
2847,34
2848,157
2849,60
2850,37
2851,211
2852,5
2853,34
2854,151
2855,5
2856,2
2857,64
2858,22
2859,9
2860,12
2861,1
2862,32
2863,7
2864,6
2865,28
2866,3
2867,230
2868,65
2869,10
2870,192
2871,2
2872,35
2873,2
2874,12
2875,2
2876,124
2877,66
2878,3
2879,17
2880,24
2881,158
2882,14
2883,1
2884,1
2885,20
2886,53
2887,75
2888,6
2889,1
2890,7
2891,1
2892,65
2893,4
2894,1
2895,309
2896,25
2897,4
2898,1
2899,1
2900,36
2901,32
2902,5
2903,41
2904,8
2905,14
2906,54
2907,157
2908,46
2909,3
2910,8
2911,89
2912,15
2913,9
2914,5
2915,72
2916,47
2917,6
2918,54
2919,21
2920,6
2921,22
2922,15
2923,27
2924,2
2925,71
2926,52
2927,7
2928,55
2929,80
2930,271
2931,4
2932,93
2933,97
2934,12
2935,319
2936,118
2937,14
2938,39
2939,5
2940,84
2941,11
2942,19
2943,73
2944,11
2945,10
2946,21
2947,201
2948,4
2949,299
2950,118
2951,50
2952,2
2953,11
2954,6
2955,28
2956,257
2957,203
2958,81
2959,212
2960,42
2961,202
2962,14
2963,2
2964,6
2965,12
2966,74
2967,56
2968,103
2969,9
2970,1
2971,14
2972,3
2973,9
2974,19
2975,16
2976,31
2977,175
2978,5
2979,22
2980,287
2981,46
2982,3
2983,1
2984,9
2985,31
2986,5
2987,7
2988,3
2989,21
2990,88
2991,4
2992,17
2993,7
2994,41
