Node,Degree
1253,1
1254,3
1255,2
1256,11
1257,2
1258,2
1259,51
1260,1
1261,3
1262,263
1263,82
1264,1
1265,150
1266,206
1267,142
1268,78
1269,302
1270,20
1271,1
1272,2
1273,4
1274,678
1275,1
1276,7
1277,3
1278,340
1279,1
1280,19
1281,1
1282,21
1283,1
1284,2
1285,239
1286,8
1287,948
1288,761
1289,461
1290,164
1291,349
1292,269
1293,1
1294,48
1295,1
1296,596
1297,5
1298,17
1299,3
1300,151
1301,9
1302,503
1303,390
1304,180
1305,212
1306,641
1307,129
1308,115
1309,39
1310,2
1311,6
1312,7
1313,683
1314,16
1315,1
1316,41
1317,11
1318,8
1319,1
1320,1
1321,990
1322,484
1323,109
1324,133
1325,305
1326,97
1327,421
1328,783
1329,118
1330,143
1331,138
1332,192
1333,342
1334,1289
1335,132
1336,263
1337,44
1338,53
1339,1
1340,1
1341,16
1342,1
1343,9
1344,1
1345,625
1346,7
1347,85
1348,910
1349,319
1350,5
1351,1
1352,1459
1353,96
1354,90
1355,26
1356,115
1357,78
1358,197
1359,111
1360,115
1361,293
1362,224
1363,10
1364,205
1365,460
1366,16
1367,31
1368,3
1369,17
1370,273
1371,125
1372,131
1373,102
1374,49
1375,2
1376,337
1377,3
1378,552
1379,178
1380,129
1381,11
1382,1
1383,6
1384,2
1385,1
1386,3
1387,1
1388,9
1389,3
1390,54
1391,2
1392,47
1393,6
1394,221
1395,4
1396,228
1397,1048
1398,10
1399,217
1400,1
1401,85
1402,3
1403,209
1404,664
1405,2
1406,7
1407,2
1408,3
1409,4
1410,6
1411,27
1412,5
1413,16
1414,1
1415,17
1416,5
1417,29
1418,411
1419,1
1420,478
1421,1
1422,2
1423,1
1424,17
1425,1
1426,13
1427,1
1428,1
1429,1
1430,10
1431,158
1432,1
1433,1
1434,238
1435,1
1436,2
1437,3
1438,613
1439,1
1440,382
1441,458
1442,138
1443,190
1444,618
1445,48
1446,112
1447,348
1448,55
1449,125
1450,175
1451,404
1452,38
1453,142
1454,234
1455,67
1456,352
1457,443
1458,186
1459,27
1460,15
1461,289
1462,70
1463,206
1464,1
1465,41
1466,414
1467,58
1468,78
1469,238
1470,41
1471,67
1472,33
1473,105
1474,294
1475,121
1476,138
1477,205
1478,279
1479,76
1480,999
1481,266
1482,500
1483,38
1484,75
1485,381
1486,376
1487,364
1488,654
1489,171
1490,74
1491,301
1492,691
1493,529
1494,610
1495,501
1496,99
1497,489
1498,161
1499,384
1500,90
1501,3
1502,830
1503,353
1504,474
1505,321
1506,113
1507,1
1508,4
1509,370
1510,417
1511,309
1512,658
1513,1
1514,1
1515,1
1516,1
1517,48
1518,3
1519,12
1520,3
1521,1
1522,34
1523,1
1524,1
1525,3
1526,1
1527,5
1528,3
1529,2
1530,4
1531,16
1532,275
1533,481
1534,1
1535,12
1536,1
1537,29
1538,1
1539,2
1540,5
1541,298
1542,22
1543,5
1544,125
1545,40
1546,1
1547,573
1548,1
1549,85
1550,1
1551,13
1552,1
1553,19
1554,1
1555,2
1556,1
1557,1
1558,32
1559,1
1560,1
1561,4
1562,1
1563,4
1564,5
1565,100
1566,296
1567,1
1568,1
1569,1
1570,14
1571,2
1572,4
1573,1
1574,3
1575,3
1576,8
1577,1
1578,369
1579,1
1580,163
1581,3
1582,8
1583,12
1584,4
1585,1
1586,131
1587,3
1588,9
1589,4
1590,7
1591,1
1592,8
1593,1
1594,3
1595,3
1596,5
1597,16
1598,1
1599,1
1600,119
1601,18
1602,278
1603,34
1604,162
1605,698
1606,424
1607,486
1608,726
1609,80
1610,42
1611,196
1612,64
1613,15
1614,207
1615,440
1616,81
1617,62
1618,66
1619,1
1620,47
1621,1
1622,275
1623,8
1624,156
1625,1
1626,38
1627,2
1628,15
1629,1
1630,1
1631,79
1632,13
1633,1
1634,3
1635,1
1636,176
1637,1
1638,24
1639,4
1640,38
1641,1
1642,2
1643,1
1644,2
1645,6
1646,11
1647,177
1648,2
1649,5
1650,428
1651,42
1652,2142
1653,63
1654,1
1655,2
1656,1
1657,2
1658,7
1659,17
1660,1
1661,1
1662,4
1663,21
1664,1
1665,17
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,15
1674,35
1675,50
1676,148
1677,106
1678,62
1679,37
1680,59
1681,29
1682,1950
1683,103
1684,128
1685,1034
1686,142
1687,499
1688,160
1689,15
1690,482
1691,344
1692,1
1693,4
1694,1
1695,1
1696,1
1697,162
1698,3
1699,162
1700,1
1701,1
1702,464
1703,12
1704,157
1705,124
1706,1
1707,225
1708,1
1709,5
1710,70
1711,3
1712,3
1713,242
1714,38
1715,1
1716,66
1717,1
1718,5
1719,6
1720,3
1721,1
1722,1
1723,92
1724,2
1725,1
1726,4
1727,1
1728,16
1729,1
1730,1
1731,1
1732,37
1733,2
1734,14
1735,1
1736,1
1737,1
1738,1
1739,16
1740,5
1741,85
1742,33
1743,1
1744,78
1745,1
1746,1
1747,1
1748,10
1749,1
1750,99
1751,13
1752,1
1753,355
1754,81
1755,50
1756,49
1757,194
1758,1
1759,2
1760,1
1761,1
1762,2
1763,6
1764,1
1765,1
1766,8
1767,7
1768,9
1769,4
1770,4
1771,4
1772,1
1773,2
1774,1
1775,1
1776,8
1777,1
1778,30
1779,1
1780,15
1781,147
1782,386
1783,338
1784,553
1785,61
1786,171
1787,544
1788,299
1789,1
1790,8
1791,1
1792,1
1793,7
1794,1
1795,6
1796,1
1797,1
1798,154
1799,1
1800,6
1801,1
1802,205
1803,3
1804,1
1805,5
1806,1
1807,1
1808,200
1809,1
1810,185
1811,32
1812,29
1813,152
1814,241
1815,34
1816,313
1817,127
1818,122
1819,369
1820,212
1821,307
1822,37
1823,35
1824,2
1825,403
1826,58
1827,3
1828,238
1829,182
1830,241
1831,319
1832,278
1833,195
1834,43
1835,47
1836,25
1837,48
1838,2
1839,3
1840,1
1841,1
1842,268
1843,2
1844,1
1845,7
1846,1
1847,2
1848,10
1849,3
1850,1
1851,60
1852,1
1853,114
1854,1
1855,20
1856,101
1857,1
1858,12
1859,2
1860,1
1861,1
1862,63
1863,217
1864,202
1865,713
1866,243
1867,345
1868,1
1869,368
1870,59
1871,2
1872,20
1873,1
1874,3
1875,1
1876,1
1877,1
1878,2
1879,9
1880,61
1881,1
1882,724
1883,3
1884,284
1885,1
1886,144
1887,1
1888,1
1889,1
1890,52
1891,659
1892,1
1893,208
1894,928
1895,402
1896,13
1897,45
1898,55
1899,3
1900,4
1901,7
1902,352
1903,1
1904,60
1905,501
1906,91
1907,281
1908,3
1909,474
1910,1
1911,30
1912,3
1913,23
1914,1
1915,1
1916,59
1917,1
1918,8
1919,3
1920,2
1921,1
1922,2
1923,52
1924,3
1925,315
1926,75
1927,14
1928,65
1929,417
1930,1
1931,42
1932,4
1933,22
1934,106
1935,1
1936,2
1937,369
1938,1
1939,14
1940,1
1941,2
1942,1
1943,39
1944,13
1945,776
1946,329
1947,145
1948,186
1949,99
1950,175
1951,532
1952,367
1953,119
1954,350
1955,610
1956,217
1957,297
1958,133
1959,101
1960,287
1961,120
1962,383
1963,1
1964,1
1965,1
1966,93
1967,2
1968,7
1969,295
1970,758
1971,8
1972,223
1973,112
1974,1
1975,1
1976,1
1977,38
1978,1
1979,1
1980,1
1981,44
1982,1
1983,4
1984,246
1985,1
1986,8
1987,3
1988,2
1989,1
1990,1
1991,1
1992,1
1993,12
1994,1
1995,1
1996,56
1997,1
1998,1
1999,3
2000,6
2001,140
2002,55
2003,3
2004,3
2005,17
2006,1
2007,89
2008,36
2009,1
2010,891
2011,1
2012,25
2013,33
2014,65
2015,2
2016,11
2017,34
2018,4
2019,98
2020,1
2021,89
2022,118
2023,186
2024,83
2025,11
2026,2
2027,5
2028,227
2029,7
2030,87
2031,33
2032,88
2033,137
2034,233
2035,1
2036,102
2037,82
2038,184
2039,59
2040,480
2041,11
2042,169
2043,229
2044,515
2045,1
2046,2
2047,170
2048,4
2049,62
2050,63
2051,4
2052,1
2053,5
2054,15
2055,2
2056,56
2057,1
2058,82
2059,3
2060,2
2061,13
2062,1
2063,6
2064,23
2065,3
2066,8
2067,1
2068,6
2069,16
2070,2
2071,4
2072,130
2073,5
2074,11
2075,5
2076,11
2077,15
2078,7
2079,14
2080,190
2081,8
2082,1
2083,4
2084,384
2085,1
2086,6
2087,5
2088,1
2089,6
2090,1
2091,1
2092,3
2093,1
2094,488
2095,1
2096,4
2097,1
2098,1
2099,51
2100,24
2101,1
2102,1
2103,1
2104,1
2105,1
2106,15
2107,1
2108,1
2109,1
2110,2
2111,1
2112,1
2113,13
2114,16
2115,1
2116,670
2117,22
2118,310
2119,3
2120,2
2121,1
2122,1
2123,3
2124,2
2125,76
2126,1
2127,1
2128,2
2129,2
2130,8
2131,10
2132,58
2133,265
2134,116
2135,334
2136,1
2137,5
2138,5
2139,8
2140,1
2141,4
2142,1
2143,41
2144,65
2145,1
2146,2
2147,1
2148,1
2149,1
2150,118
2151,6
2152,19
2153,1
2154,1
2155,55
2156,1
2157,18
2158,1
2159,26
2160,3
2161,148
2162,4
2163,1
2164,1
2165,1
2166,8
2167,1
2168,5
2169,1
2170,19
2171,4
2172,6
2173,6
2174,68
2175,1
2176,1
2177,4
2178,9
2179,1
2180,1
2181,80
2182,5
2183,1132
2184,232
2185,350
2186,2
2187,18
2188,2
2189,13
2190,1
2191,110
2192,2
2193,289
2194,1
2195,4
2196,1
2197,134
2198,98
2199,1
2200,545
2201,3
2202,332
2203,2
2204,3
2205,1
2206,1
2207,1
2208,10
2209,1
2210,318
2211,1
2212,3
2213,1
2214,6
2215,2
2216,102
2217,173
2218,29
2219,18
2220,631
2221,1
2222,33
2223,1
2224,581
2225,1
2226,1
2227,62
2228,1
2229,1
2230,1
2231,3
2232,3
2233,2
2234,1
2235,1
2236,1
2237,2
2238,6
2239,1
2240,29
2241,6
2242,9
2243,369
2244,138
2245,4
2246,28
2247,50
2248,75
2249,1
2250,23
2251,15
2252,55
2253,291
2254,153
2255,90
2256,168
2257,59
2258,70
2259,2
2260,57
2261,271
2262,240
2263,279
2264,72
2265,125
2266,222
2267,152
2268,269
2269,247
2270,47
2271,471
2272,245
2273,64
2274,196
2275,84
2276,474
2277,39
2278,73
2279,419
2280,88
2281,9
2282,886
2283,493
2284,81
2285,1087
2286,454
2287,518
2288,145
2289,60
2290,25
2291,103
2292,1961
2293,1559
2294,21
2295,5
2296,64
2297,34
2298,196
2299,29
2300,422
2301,339
2302,4
2303,15
2304,194
2305,2
2306,161
2307,1
2308,107
2309,52
2310,2
2311,4
2312,2
2313,16
2314,44
2315,46
2316,33
2317,1
2318,1
2319,1
2320,13
2321,1
2322,53
2323,1
2324,26
2325,2
2326,1
2327,1
2328,2
2329,17
2330,3
2331,67
2332,306
2333,2
2334,3
2335,461
2336,11
2337,161
2338,46
2339,453
2340,131
2341,250
2342,7
2343,66
2344,259
2345,170
2346,194
2347,93
2348,109
2349,1
2350,114
2351,1
2352,1
2353,1
2354,28
2355,424
2356,2
2357,37
2358,589
2359,2
2360,1
2361,14
2362,247
2363,1178
2364,319
2365,1
2366,5
2367,7
2368,3
2369,1
2370,1
2371,1
2372,3
2373,2
2374,3
2375,5
2376,207
2377,61
2378,385
2379,1
2380,1
2381,3
2382,4
2383,10
2384,1
2385,116
2386,8
2387,504
2388,64
2389,79
2390,1
2391,8
2392,1
2393,4
2394,8
2395,65
2396,6
2397,70
2398,212
2399,298
2400,1
2401,303
2402,447
2403,129
2404,7
2405,449
2406,211
2407,3
2408,7
2409,2
2410,9
2411,11
2412,52
2413,139
2414,126
2415,78
2416,1
2417,12
2418,143
2419,66
2420,7
2421,1
2422,1
2423,2
2424,1
2425,216
2426,1
2427,7
2428,42
2429,93
2430,139
2431,8
2432,3
2433,44
2434,16
2435,89
2436,117
2437,63
2438,1
2439,1
2440,9
2441,16
2442,3
2443,13
2444,19
2445,3
2446,2
2447,1
2448,13
2449,7
2450,49
2451,319
2452,3
2453,1
2454,1
2455,14
2456,3
2457,19
2458,1
2459,1
2460,1
2461,1
2462,1
2463,1
2464,8
2465,3
2466,460
2467,65
2468,1
2469,2
2470,1
2471,6
2472,2
2473,97
2474,9
2475,545
2476,1
2477,1
2478,8
2479,29
2480,159
2481,65
2482,40
2483,7
2484,227
2485,4
2486,385
2487,84
2488,3
2489,37
2490,1
2491,29
2492,42
2493,13
2494,1
2495,1
2496,76
2497,2
2498,11
2499,1
2500,9
2501,3
2502,45
2503,102
2504,2
2505,643
2506,773
2507,1
2508,1
2509,1
2510,1
2511,1
2512,2
2513,1
2514,1
2515,29
2516,1
2517,7
2518,1
2519,1
2520,101
2521,3
2522,1
2523,1
2524,9
2525,1
2526,1
2527,1
2528,1
2529,1
2530,3
2531,1
2532,6
2533,1
2534,51
2535,1
2536,1
2537,1
2538,9
2539,1
2540,329
2541,1
2542,1
2543,12
2544,1
2545,14
2546,2
2547,34
2548,2
2549,10
2550,355
2551,4
2552,20
2553,1
2554,1
2555,1
2556,2
2557,556
2558,2
2559,14
2560,257
2561,4
2562,1
2563,1
2564,2
2565,1
2566,10
2567,218
2568,1
2569,5
2570,1
2571,9
2572,8
2573,15
2574,1
2575,1
2576,1
2577,172
2578,93
2579,597
2580,1
2581,1
2582,4
2583,1
2584,7
2585,1
2586,1
2587,4
2588,90
2589,1
2590,1
2591,1
2592,92
2593,1
2594,2
2595,1
2596,13
2597,4
2598,1
2599,1
2600,1
2601,68
2602,2
2603,3
2604,56
2605,1
2606,13
2607,1
2608,17
2609,2
2610,1
2611,141
2612,1
2613,16
2614,2
2615,12
2616,14
2617,3
2618,1
2619,4
2620,111
2621,224
2622,2
2623,39
2624,1
2625,1
2626,2
2627,1
2628,40
2629,1
2630,46
2631,42
2632,5
2633,6
2634,16
2635,1
2636,33
2637,124
2638,1
2639,29
2640,1
2641,17
2642,21
2643,265
2644,2
2645,2
2646,8
2647,5
2648,520
2649,1
2650,36
2651,2
2652,94
2653,21
2654,1
2655,9
2656,4
2657,170
2658,1
2659,2
2660,1
2661,1
2662,15
2663,1
2664,10
2665,111
2666,1
2667,3
2668,3
2669,15
2670,115
2671,43
2672,1
2673,11
2674,4
2675,1
2676,2
2677,595
2678,1
2679,1
2680,2
2681,4
2682,2
2683,56
2684,48
2685,6
2686,1
2687,3
2688,53
2689,3
2690,63
2691,92
2692,5
2693,5
2694,21
2695,2
2696,6
2697,12
2698,1
2699,1
2700,1
2701,9
2702,7
2703,47
2704,12
2705,3
2706,6
2707,3
2708,3
2709,3
2710,1
2711,5
2712,6
2713,60
2714,1
2715,1
2716,24
2717,10
2718,474
2719,78
2720,7
2721,57
2722,1
2723,26
2724,1
2725,1
2726,51
2727,5
2728,16
2729,60
2730,46
2731,5
2732,4
2733,304
2734,5
2735,1
2736,14
2737,199
2738,666
2739,1
2740,38
2741,12
2742,10
2743,95
2744,104
2745,2
2746,30
2747,34
2748,59
2749,4
2750,3
2751,92
2752,15
2753,2
2754,4
2755,189
2756,90
2757,3
2758,7
2759,1
2760,10
2761,6
2762,12
2763,217
2764,1
2765,1
2766,47
2767,1
2768,2
2769,1
2770,17
2771,1
2772,89
2773,1
2774,1
2775,3
2776,18
2777,1
2778,34
2779,1
2780,2
2781,1
2782,6
2783,1
2784,64
2785,1
2786,20
2787,2
2788,15
2789,3
2790,237
2791,13
2792,3
2793,1
2794,1
2795,2
2796,1
2797,2
2798,10
2799,142
2800,108
2801,1
2802,1
2803,65
2804,279
2805,1
2806,3
2807,1
2808,2
2809,2
2810,1
2811,4
2812,1
2813,1
2814,4
2815,1
2816,4
2817,3
2818,15
2819,4
2820,1
2821,1
2822,1
2823,1
2824,2
2825,2
2826,2
2827,73
2828,1
2829,1
2830,4
2831,1
2832,1
2833,2
2834,12
2835,237
2836,2
2837,3
2838,1
2839,103
2840,1
2841,561
2842,811
2843,1
2844,6
2845,5
2846,1
2847,12
2848,13
2849,1
2850,90
2851,1
2852,8
2853,1
2854,110
2855,3
2856,1
2857,136
2858,2
2859,159
2860,1
2861,2
2862,1
2863,1
2864,48
2865,1
2866,14
2867,1
2868,34
2869,1
2870,1
2871,1
2872,12
2873,11
2874,41
2875,1
2876,52
2877,13
2878,90
2879,190
2880,1
2881,7
2882,2
2883,138
2884,3
2885,6
2886,4
2887,1
2888,152
2889,63
2890,1
2891,2
2892,134
2893,1
2894,2
2895,177
2896,63
2897,1
2898,63
2899,6
2900,151
2901,210
2902,2
2903,5
2904,156
2905,3
2906,62
2907,133
2908,16
2909,2
2910,48
2911,1
2912,8
2913,1
2914,304
2915,2
2916,4
2917,4
2918,1
2919,10
2920,1
2921,2
2922,1
2923,1
2924,2
2925,135
2926,1
2927,69
2928,1
2929,12
2930,1
2931,180
2932,1
2933,2
2934,37
2935,4
2936,78
2937,2
2938,15
2939,6
2940,1
2941,409
2942,87
2943,29
2944,5
2945,4
2946,1
2947,276
2948,6
2949,1
2950,33
2951,1
2952,1
2953,7
2954,18
2955,333
2956,17
2957,9
2958,2
2959,131
2960,1
2961,2
2962,4
2963,192
2964,26
2965,10
2966,82
2967,1
2968,2
2969,1
2970,2
2971,98
2972,1
2973,15
2974,7
2975,134
2976,7
2977,1
2978,1
2979,7
2980,191
2981,11
2982,46
2983,1
2984,178
2985,13
2986,1
2987,189
2988,1
2989,13
